word,sentiment
sağlıklı,positive
müsaade etme,positive
iyiliği dokunmak,positive
meşkûr,positive
pozitif elektrik,positive
müreffeh,positive
kâfi,positive
uygarlaşma,positive
boş konuşmamak,positive
tertip etmek,positive
kanadı altına almak,positive
isteklendirmek,positive
gönlü zengin,positive
kerliferli,positive
ensesi kalın,positive
şeref konuğu,positive
hoşgörülülük,positive
arkalı,positive
sulhçu,positive
yağ çekmek,positive
tensikat,positive
şataf,positive
tereke,positive
tartılı,positive
hissiselim,positive
müstakim,positive
durumdan ders çıkarmak,positive
bayındırlık,positive
iyi hâl,positive
palas,positive
korte,positive
baba,positive
olabilmek,positive
pir ol,positive
baş gelmek,positive
iyi gün,positive
el vermek,positive
taşı toprağı altın olmak,positive
garazsız ivazsız,positive
ortak payda,positive
hayat adamı,positive
coşkulanmak,positive
suçsuz,positive
gönlü yüce,positive
istikrarlıca,positive
dünya görmüş,positive
haz almak,positive
kalp kazanmak,positive
azman,positive
olanak sağlamak,positive
dereceye girmek,positive
gülmekten yarılmak,positive
hüsnühal,positive
benzi kanlanmak,positive
mesutça,positive
efsane olmak,positive
istikrar,positive
kadirşinaslık,positive
itidal,positive
terfih,positive
nikbinlik,positive
mutabık olmak,positive
dikkatli,positive
yorgunluğunu çıkarmak,positive
dudak ısırmak,positive
alplık,positive
katışıksız,positive
teşci etmek,positive
fevkalâde,positive
ince düşünceli,positive
sözünün eri,positive
sıkıntısız,positive
aşılamak,positive
saftaron,positive
ilgi odağı olmak,positive
ağızda dağılmak,positive
varlık göstermek,positive
civelek,positive
aşı yapılmak,positive
kendini temize çıkarmak,positive
saygı duymak,positive
sevabına,positive
cengâver,positive
elinden tutmak,positive
sterilize,positive
gözü okşamak,positive
sunu,positive
fedakârca,positive
zekilik,positive
kanat germek,positive
geliştirme,positive
lütufkârane,positive
ad,positive
ak,positive
haklı bulmak,positive
mağfiret,positive
içtikleri su ayrı gitmemek,positive
er,positive
barışık olmak,positive
gülümseme,positive
mahviyet,positive
özsaygı,positive
şıklaşmak,positive
yakınlaşmak,positive
ihtiram,positive
dinçleşmek,positive
riyasız,positive
oh,positive
pek gözlü,positive
yerli yerinde olmak,positive
gayretkeş,positive
ümitli,positive
hayır dua almak,positive
katışıksızlık,positive
uz,positive
konforlu,positive
nazik,positive
bakımlı,positive
canciğer,positive
kuvvet,positive
gençleşmek,positive
sempati,positive
açılmak,positive
itibar,positive
sibakusiyak,positive
yolu açık olmak,positive
hakikatli,positive
özveren,positive
tatlı tatlı,positive
beceri,positive
şekerim,positive
soğukkanlı,positive
çakı gibi,positive
kusursuz,positive
yüz aklığı,positive
terfian,positive
mükemmellik,positive
afiyette olmak,positive
çalışkan,positive
başı göğe ermek,positive
fiske dokundurmamak,positive
dost canlısı,positive
mangal gibi yüreği olmak,positive
tedip,positive
tıkır tıkır,positive
muteber,positive
babacanca,positive
el üstünde tutmak,positive
makul olmak,positive
akıcı,positive
saymak,positive
enine boyuna,positive
hayran olmak,positive
göğsünü kabartmak,positive
esindirmek,positive
öngörü,positive
göklere uçmak,positive
tensik etmek,positive
gösterişli,positive
kolesterolsüz,positive
su gibi bilmek,positive
şenlenmek,positive
arılaşmak,positive
zatıaliniz,positive
berk,positive
kafası düzelmek,positive
hürlük,positive
düğün,positive
heveslendirmek,positive
evlenme,positive
yaraştırmak,positive
üstün zeka,positive
müjde vermek,positive
tuzu olmak,positive
güçlüğü yenmek,positive
üstün zekâ,positive
filiz gibi,positive
on parmağında on marifet olmak,positive
hava değişimi,positive
kutlama,positive
terfien,positive
devletli,positive
keyif almak,positive
kavrayışlı,positive
civanmert,positive
bereketli olsun,positive
semih,positive
afiyet afiyet şeker olsun,positive
nazikâne,positive
sofrası açık,positive
nikbin,positive
badiresiz,positive
övündürücü,positive
hazırlıklı,positive
fırsat düşmek,positive
şakrak,positive
kendini toparlamak,positive
münezzeh,positive
galebe,positive
iyi söylemek,positive
yoluna koyulmak,positive
cesaret vermek,positive
kıvracık,positive
tutunacak dalı olmak,positive
fedakârlık yapmak,positive
genişlemek,positive
methiye düzmek,positive
hoşlanma,positive
flört,positive
bezemek,positive
başını dinlemek,positive
terbiyeli,positive
iri yapılı,positive
cennet,positive
mutedil,positive
kendine saygı,positive
kafası yerine gelmek,positive
beşuş,positive
sağlıcakla kal,positive
talih kuşu,positive
kuvvetlenmek,positive
mazhariyet,positive
giyinip kuşanmak,positive
selek,positive
örnek,positive
karagöz oynatmak,positive
canı pek,positive
teşekkür,positive
selim,positive
zinde kuvvet,positive
işler açılmak,positive
kafi,positive
tekâmül etmek,positive
gönüllü çalışan,positive
kazasız belasız,positive
saygılıca,positive
layık görmek,positive
kurtarmak,positive
iyi etmek,positive
ehlidil,positive
dakikane,positive
iyi niyet,positive
selis,positive
neşelenmek,positive
temayüz etmek,positive
arkadaşlık etmek,positive
güllük gülistanlık,positive
müfit,positive
bayram etmek,positive
temizlik,positive
başarış,positive
öz,positive
safdilli,positive
şatafatlı,positive
onat,positive
mazur görmek,positive
ümit vermek,positive
okkalamak,positive
aşmak,positive
tam üstüne basmak,positive
gözünden kıskanmak,positive
ferahlanmak,positive
kişmiri,positive
matematiksel,positive
o kadar,positive
müsterih,positive
gönül almak,positive
biçimli,positive
mikropsuz,positive
avundurmak,positive
başarım,positive
iyi yürekli,positive
fark atmak,positive
onum,positive
mütenebbih,positive
onur,positive
tamamı tamamına,positive
bayram,positive
kalbi temiz,positive
ev sahipliği yapmak,positive
anlaşmak,positive
gösteri,positive
mutluluk,positive
esrimek,positive
şayeste,positive
edepli edepli,positive
şanlı şöhretli,positive
sevecen,positive
koşturmak,positive
bahtı açılmak,positive
solidarist,positive
delici,positive
doğrulamak,positive
centilmence,positive
bin yaşa,positive
ömürler olsun,positive
tebdilihava,positive
beceriklilik,positive
gününügün etmek,positive
gözümün nuru,positive
özveri,positive
manzaralı,positive
hürmet,positive
güle güle,positive
haketmek,positive
hayatının baharında olmak,positive
taş çıkartmak,positive
rahat,positive
münasip bulmak,positive
ağırbaşlılık,positive
cennetmekân,positive
ustalık,positive
mutemet,positive
can sohbeti,positive
kalbi ferahlamak,positive
helallik vermek,positive
tetabuk,positive
günü gününe,positive
spesiyal,positive
umutluluk,positive
hatır saymak,positive
aklı yatmak,positive
sızıltısız,positive
tesahup,positive
imanlı,positive
ayağına üşenmemek,positive
duyarlıklı,positive
etkilenmek,positive
geçerli,positive
vikaye etmek,positive
eğitim görmek,positive
terfih etmek,positive
tekin,positive
yolunda gitmek,positive
rakik,positive
teehhül,positive
ıstırapsız,positive
çöpsüz üzüm,positive
hayır işlemek,positive
teberrüken,positive
eli kalem tutmak,positive
teminat altına almak,positive
basiret,positive
hazırlıklı olmak,positive
saygın,positive
gönül uğrusu,positive
hibe etmek,positive
motivasyon,positive
güzellik,positive
açık ellilik,positive
karizma,positive
tamir etmek,positive
mumdirek,positive
tahsil görmek,positive
ana kucağı,positive
bir dediği iki olmamak,positive
okşayıcı,positive
arkadaşlık etme,positive
kınalı kuzu,positive
bayram hediyesi,positive
istifade etmek,positive
vasıflı,positive
uğuru açık,positive
deryadil,positive
bütünlük,positive
dertsizlik,positive
çağı yakalamak,positive
kendini temize çıkartmak,positive
liyakat sahibi,positive
ferahlamak,positive
kardeşlik etmek,positive
pırıldamak,positive
eline çabuk,positive
tanzim,positive
şeref vermek,positive
onurlu,positive
lütufkarane,positive
yurtsever,positive
eli genişlemek,positive
oran,positive
dünyanın tadını çıkarmak,positive
maaş zammı,positive
ağız tadı,positive
mutluluk tablosu,positive
eksiksiz,positive
tansık,positive
ağabeylik yapmak,positive
bir içim su,positive
muradına ermek,positive
merdane,positive
keyfine bakmak,positive
manalıca,positive
müjde,positive
problem çözme,positive
aklı başında olma,positive
öfkesiz,positive
esirgememek,positive
ilahî,positive
beğeniliş,positive
başı önünde,positive
ağzından bal damlamak,positive
şîrin,positive
yeşil ışık yakmak,positive
temin,positive
kanı kaynamak,positive
temiz,positive
gözleri parlamak,positive
ilahi,positive
şenlikli,positive
elzem,positive
mahzursuz,positive
saflaşmak,positive
can gelmek,positive
açık kalpli,positive
tamircilik,positive
pohpohlamak,positive
kurdunu kırmak,positive
bir dediğini iki etmemek,positive
iyilik perisi,positive
çıtır pıtır,positive
kaprissiz,positive
yardımsever,positive
altın çağını yaşamak,positive
heveslendirme,positive
erdemli,positive
iş görmek,positive
beğenilir,positive
eli ayağı olmak,positive
mutantan,positive
ümit,positive
masumcasına,positive
analjezik,positive
danişment,positive
tarafsızlık,positive
kusura bakmamak,positive
sena etmek,positive
fesini havaya atmak,positive
mucize göstermek,positive
kıpırdak,positive
yağma gitmek,positive
gönül açmak,positive
görmüş geçirmiş,positive
muktedir olmak,positive
minnettarane,positive
secde etmek,positive
böke,positive
inşirah bulmak,positive
suna gibi,positive
önlem,positive
akıl kutusu,positive
lezzetlenmek,positive
gönlü takılmak,positive
rahat rahat,positive
kalp fethetmek,positive
ahbap olmak,positive
kulağı kesik,positive
yetingen,positive
oflaz,positive
kendine gelmek,positive
sancısız,positive
taze,positive
halk adamı,positive
cennetmekan,positive
fırtına atlatmak,positive
aracı,positive
serin,positive
ulviyet,positive
fıkra anlatmak,positive
onur konuğu,positive
pırıl pırıl,positive
kılgılı,positive
hoşlanmak,positive
şayan,positive
hüsnükabul,positive
tasdiklemek,positive
sevimlileşmek,positive
canıgönülden,positive
hüsnühâl,positive
yüzüne bakmaya kıyamamak,positive
hayran kalmak,positive
vefalı,positive
kolunda altın bileziği olmak,positive
vaadinde durmak,positive
itimat telkin etmek,positive
"büyüklerin ellerinden , küçüklerin gözlerinden öpmek",positive
sevap,positive
işi sağlama almak,positive
şatır,positive
misafirperverlik,positive
değerlendirmek,positive
sevda,positive
sevinme,positive
faydası dokunmak,positive
otantik,positive
mantıklıca,positive
eteğini toplamak,positive
takatli,positive
hazzını çıkarmak,positive
münevver,positive
sevimli,positive
tevcih etmek,positive
öpücük,positive
uyandırmak,positive
sakin sakin,positive
tavazzuh,positive
kuruntusuzluk,positive
harikulade,positive
allame,positive
taaşşuk,positive
frapan,positive
safçasına,positive
nonoş,positive
keyiflenmek,positive
nazikane,positive
ünsiyet peyda etmek,positive
istiğna,positive
uzlaşmalı,positive
büyüleyici,positive
baysal,positive
temiz yüreklilik,positive
iyice,positive
tabiî,positive
doğrulmak,positive
tabii,positive
şeref misafiri,positive
gönlünü çelmek,positive
muhabbet,positive
eksik olmamak,positive
tavına getirmek,positive
tesahup etmek,positive
kanaatli,positive
zevkli gelmek,positive
telâkki,positive
paralı,positive
uğurluk,positive
hüsnü kabul göstermek,positive
yerini doldurmak,positive
tasdik etmek,positive
modernleşme,positive
sağduyu,positive
gözü kesmek,positive
şevke gelmek,positive
uzlaşmacı,positive
müreffehen,positive
âdil,positive
ileri,positive
tıkırı yolunda gitmek,positive
gününü gün etmek,positive
kanaat etmek,positive
derdine derman olmak,positive
nükte,positive
olumlu fiil,positive
adam sırasına girmek,positive
rahatlama,positive
nazikçe,positive
hasbihal,positive
salah bulmak,positive
altın yürekli olmak,positive
bayram günü,positive
renklenmek,positive
ılımlı,positive
şefaat,positive
zevkine gitmek,positive
yarlıgama,positive
helal olmak,positive
can feda,positive
sakin,positive
medeniyet,positive
manzum,positive
tatmin olmak,positive
şölen çekmek,positive
yol katetmek,positive
onurlanma,positive
düzenlemek,positive
kendi hâlinde,positive
iş bilmek,positive
aydınlık,positive
kahraman,positive
tadat,positive
safça,positive
kol kanat olmak,positive
gayret vermek,positive
isabet,positive
sadık,positive
delikanlıca,positive
tahliye etmek,positive
klas,positive
kayırmak,positive
iletişimli,positive
güçlü kuvvetli,positive
sevim,positive
gururunu okşamak,positive
sevme,positive
insanlık etmek,positive
tevazu,positive
sevgi,positive
gol atmak,positive
mükâfat almak,positive
atıfet,positive
gönül eğlencesi,positive
sevaba girmek,positive
verici,positive
aile saadeti,positive
kalburüstü kalmak,positive
tasdikli,positive
mesleğinin eri olmak,positive
arılık,positive
filinta gibi,positive
akıllılık,positive
duyarlılık,positive
dava kazanmak,positive
coşturmak,positive
kıkırlık,positive
adı sanı olmak,positive
bravo,positive
insani yardım,positive
düzenli olma,positive
bayram yeri,positive
ölümsüz,positive
zekalı,positive
tesit,positive
zihni açılmak,positive
kıymetlenmek,positive
açık seçik,positive
nüktedan,positive
kaymağını almak,positive
kolaylıkla,positive
nezaretli,positive
iyilik etmek,positive
erinçli,positive
iltifatkâr,positive
yağmur yağarken küpünü doldurmak,positive
hüsnüzan,positive
gani,positive
seciyeli,positive
moral vermek,positive
sıcakkanlılık,positive
teferrüt,positive
geniş gönüllü,positive
çekimli,positive
seyir,positive
yer tutmak,positive
eli yüzü düzgünlük,positive
olanak tanımak,positive
anlı şanlı,positive
kendini iyi hissetmek,positive
kanatları altına almak,positive
terfi,positive
sempatisini kazanmak,positive
kolayını bulmak,positive
polat gibi,positive
heybetli,positive
cennet kuşu,positive
mehâbet,positive
kemaliafiyet,positive
salim,positive
ellerde gezmek,positive
sevap kazanmak,positive
kârlı,positive
asılanma,positive
arınmak,positive
kahkaha fırtınası,positive
itidalli,positive
sakıncasız,positive
gözü kara çıkmak,positive
tane tane konuşmak,positive
memnun etmek,positive
babayiğit,positive
takdir olunmak,positive
keyifli,positive
ilham vermek,positive
buse,positive
vaktini şaşmamak,positive
zekâlı,positive
zemzemle yıkanmış olmak,positive
temkin,positive
uzun boylu,positive
tanrılaştırmak,positive
hasbihâl,positive
sessiz,positive
atiklik,positive
derli toplu,positive
kabul eylemek,positive
koltuk çıkmak,positive
rağbet göstermek,positive
ciddî,positive
imtizaç etmek,positive
zevkli geçmek,positive
kont gibi yaşamak,positive
yakından,positive
afiyet,positive
aklı başına gelmek,positive
nitelikli,positive
terbiye görmek,positive
bayram yapmak,positive
pala sürtmek,positive
ahilik,positive
dostça,positive
beyinli,positive
kıvanç duymak,positive
yumuşaklık,positive
ağzının suyu akmak,positive
sanem,positive
göz almak,positive
tetik,positive
takdirini kazanmak,positive
teberru etmek,positive
kol kanat germek,positive
hayır sahibi,positive
akıllı olmak,positive
arı duru,positive
canına değmek,positive
yenileme,positive
cicim,positive
mükâfatlandırmak,positive
"iyiye iyi , kötüye kötü demek",positive
falsosuz,positive
iyileştirmek,positive
kurtarıcılık,positive
sarılmak,positive
gönlünü çalmak,positive
vermek,positive
suhuletle,positive
sterilleştirmek,positive
su gibi ezberlemek,positive
gümrahlık,positive
serinlik vermek,positive
evhamsız,positive
bilge,positive
ehlileşme,positive
bilir,positive
kullanışlı,positive
itimat,positive
tevcih,positive
kolayca,positive
sağaltmak,positive
baylanlık,positive
rıza,positive
umursamak,positive
yurtseverlik,positive
puan hesabıyla yenmek,positive
özenli,positive
özenle,positive
şakacı,positive
âkil,positive
temaşa,positive
kültürlü,positive
mergup,positive
mevhibe,positive
mangal yürekli,positive
temeyyüz etmek,positive
laf dinlemek,positive
titizleşmek,positive
kiyaset,positive
yazıksız,positive
hulus çakmak,positive
sempati beslemek,positive
kısmeti ayağına gelmek,positive
yağ yakmak,positive
kral,positive
iltifatkar,positive
yenilik,positive
deşarj,positive
bağış yapmak,positive
mevsuk,positive
aklı kesmek,positive
içi yağ bağlamak,positive
örülü olmak,positive
göklere çıkarmak,positive
son gürlüğü,positive
hâlden bilmek,positive
kalbine girmek,positive
âlem,positive
ikram görmek,positive
laf tutmak,positive
zihnini toplamak,positive
gözü gibi sevmek,positive
yüreğini serinletmek,positive
civanım,positive
sırım gibi,positive
güzel güzel,positive
hayrını görmek,positive
noksansız,positive
muaşakada olmak,positive
münasip,positive
arınık,positive
ılım,positive
can atma,positive
tantanalı,positive
mum olmak,positive
tümlük,positive
hakçası,positive
dört ayak üstüne düşmek,positive
endişesiz,positive
kale gibi,positive
karine,positive
koltukları kabarmak,positive
kemik gibi,positive
mutabık kalmak,positive
keyif çatmak,positive
bebek,positive
göklere çıkmak,positive
yaş yere basmamak,positive
kafası işlemek,positive
midevi,positive
perhiz yapmak,positive
himmet,positive
hasenat,positive
mihrap,positive
kolaylık,positive
aklamak,positive
olgunlaşmak,positive
başı göğe değmek,positive
bıyığını balta kesmez olmak,positive
tadından yenmemek,positive
şen olmak,positive
bonkör,positive
ilham etmek,positive
parmağının ucuyla çevirmek,positive
muştu,positive
sıcak bakmak,positive
muvafık olmak,positive
içten,positive
izzetüikbal,positive
zihayat,positive
sıyanet etmek,positive
girginlik,positive
velut,positive
iyicillik,positive
kollamak,positive
projeksiyon tutmak,positive
ihlaslı,positive
esenlikli,positive
esenlikle,positive
sefasına bakmak,positive
cızlam,positive
gözünün bebeği gibi sevmek,positive
naziklik,positive
tamam,positive
faydası olmak,positive
büyülü,positive
belginlik,positive
konuşmak,positive
sütliman,positive
dilber,positive
ıtri,positive
kazanç elde etmek,positive
tedbirli,positive
dilbaz,positive
hak etmek,positive
güven vermek,positive
aşı vurulmak,positive
bağımsızca,positive
baldudak,positive
halisüddem,positive
kunt,positive
layık olmak,positive
kolaylık göstermek,positive
serenat,positive
gözleri berraklaşmak,positive
hayırhah,positive
bedii,positive
gedikleri tıkamak,positive
orijinalite,positive
açık fikirli,positive
gönül borçlusu,positive
cennet gibi,positive
metanetli,positive
ağzı laf yapmak,positive
avunmak,positive
hassasiyetli,positive
imkan vermek,positive
ellerin dert görmesin,positive
ilerleme,positive
kendini göstermek,positive
doğruculuk,positive
dört başı mamur,positive
bastığı yeri bilmemek,positive
gelişimci,positive
teltiksiz,positive
kompliman,positive
aşığı cuk oturmak,positive
şükür,positive
hukuka uygunluk,positive
işten değil,positive
fevkalade,positive
azimkâr,positive
özenip bezenmek,positive
tur bindirmek,positive
dostluk,positive
ucuzluk,positive
baba ocağı,positive
uykusunu almak,positive
limanlamak,positive
yardım,positive
sıkı sıkı,positive
zekice,positive
itilaf etmek,positive
leb demeden leblebiyi anlamak,positive
erişme,positive
itibar etmek,positive
yıldız barışıklığı,positive
yapıcı,positive
bileğinin zoruyla,positive
şahsiyetli,positive
yansızlık,positive
taşaklı,positive
olumlu,positive
imdadına erişmek,positive
ağzı kilitli,positive
düzgün,positive
debdebeli,positive
ümit uyanmak,positive
saftirik,positive
yapılı,positive
gönül birliği etmek,positive
meşkur,positive
fosforlu,positive
cilve,positive
kadifeleşmek,positive
sigorta olmak,positive
derinliğine,positive
insaf etmek,positive
memnunca,positive
pehlivanane,positive
sahavet,positive
helallik,positive
defosuz,positive
hatır gönül saymak,positive
vergi,positive
yorgunluğunu atmak,positive
elinden hiçbir şey kurtulmamak,positive
geçer akçe,positive
bahtlı,positive
terapi,positive
sakıntısız,positive
saydam,positive
şeytanın ayağını kırmak,positive
yaşatmak,positive
takdir eylemek,positive
fennini almak,positive
peri,positive
haklı olmak,positive
birinci sınıf,positive
başarı,positive
marifet göstermek,positive
hoş bulduk,positive
açıklıkla,positive
can dostu,positive
anadan doğmuşa dönmek,positive
açık yüreklilik,positive
zeytin dalı uzatmak,positive
cimcime,positive
doyum olmamak,positive
sırdaş,positive
melaike,positive
uslandırma,positive
medenilik,positive
eli selek,positive
yola vurmak,positive
arka vermek,positive
çekicilik,positive
yağ gibi kaymak,positive
uğur getirmek,positive
bilinçlendiriş,positive
ballı börek,positive
haysiyetli,positive
arınmış,positive
acizane,positive
ufkunu genişletmek,positive
sapasağlam,positive
kalbini fethetmek,positive
fukara babası,positive
mülayim,positive
süslü püslü,positive
şampiyona,positive
sitayiş,positive
incelik,positive
yaratıcılık,positive
bollatma,positive
bereketli,positive
indirim,positive
dillere destan olmak,positive
kapışılmak,positive
çekici,positive
fevkaladelik,positive
yürütmek,positive
aslanlık,positive
gözleri kamaşmak,positive
sunturlu,positive
şirinlik,positive
revaçta,positive
muaşaka,positive
teşrif,positive
kahramanca,positive
cadı,positive
neşelendirmek,positive
bağlılık,positive
Hüma,positive
iyi karşılamak,positive
cana,positive
elinden gelmek,positive
meccani,positive
beylik,positive
yüreği serinlemek,positive
saygınlık,positive
sadık kalmak,positive
akıllı uslu,positive
ölüsü bile yetmek,positive
gönç,positive
parıldamak,positive
tıkırında,positive
masumiyet,positive
sayma,positive
kasvetsiz,positive
saygı,positive
telleyip pullamak,positive
çare,positive
coşturulma,positive
güvenceye bağlamak,positive
yiğitçe,positive
cana minnet bilmek,positive
ateşli ateşli,positive
paklamak,positive
taltif etmek,positive
kostak,positive
temiz yürekli,positive
serinkanlı,positive
"alı alına, moru moruna",positive
varışlılık,positive
cıvıl cıvıl,positive
porte,positive
gözü açık olmak,positive
ıtır,positive
cankulağı,positive
ölçülü,positive
adaletli,positive
ilham kaynağı olmak,positive
destekleyicilik,positive
tartı,positive
ellerinize sağlık,positive
sağ kalmak,positive
karış karış bilmek,positive
ihtiyatlı olmak,positive
yârenlik etmek,positive
sabırlı,positive
bitek,positive
meyve vermek,positive
şartlara uymak,positive
ağzı kulaklarına varmak,positive
fazilet,positive
paşa,positive
barış görüş olmak,positive
bayram havası,positive
evladiyelik,positive
masumca,positive
varlık,positive
ayak üstünde olmak,positive
façası olmak,positive
takdir etmek,positive
cedit,positive
lütufkâr,positive
güzel giyinmek,positive
kemale gelmek,positive
boşalma,positive
cemile,positive
dudak dudağa gelmek,positive
serinlemek,positive
işkembesi geniş,positive
orijinal,positive
düğümünü çözmek,positive
gıllıgışsız,positive
piyangolu,positive
temizleme,positive
sulhsever,positive
ar namus tertemiz,positive
sinekkaydı,positive
başı dik,positive
elverişli,positive
dengelemek,positive
koç yiğit,positive
aliyyülâlâ,positive
aklanmak,positive
mışıl mışıl,positive
donanma,positive
